id,dep,nom_simple,nom,nom_espace,nom_reel,long,lat
10178,27,tourneville,TOURNEVILLE,tourneville,Tourneville,1.11667,49.1
10179,27,dampsmesnil,DAMPSMESNIL,dampsmesnil,Dampsmesnil,1.63333,49.1667
10180,27,saint-pierre-d-autils,SAINT-PIERRE-D'AUTILS,saint pierre d autils,Saint-Pierre-d'Autils,1.43333,49.1167
10181,27,couture-boussey,LA COUTURE-BOUSSEY,la couture boussey,La Couture-Boussey,1.4,48.9
10182,27,saint-aquilin-de-pacy,SAINT-AQUILIN-DE-PACY,saint aquilin de pacy,Saint-Aquilin-de-Pacy,1.36667,49.0167
10183,27,miserey,MISEREY,miserey,Miserey,1.26667,49.0167
10184,27,trinite-de-reville,LA TRINITE-DE-REVILLE,la trinite de reville,La Trinité-de-Réville,0.516667,48.9667
10185,27,juignettes,JUIGNETTES,juignettes,Juignettes,0.666667,48.85
10186,27,berville-la-campagne,BERVILLE-LA-CAMPAGNE,berville la campagne,Berville-la-Campagne,0.9,49.0333
10187,27,saint-pierre-du-mesnil,SAINT-PIERRE-DU-MESNIL,saint pierre du mesnil,Saint-Pierre-du-Mesnil,0.583333,48.9333
10188,27,saint-cyr-la-campagne,SAINT-CYR-LA-CAMPAGNE,saint cyr la campagne,Saint-Cyr-la-Campagne,1.01667,49.25
10189,27,breuilpont,BREUILPONT,breuilpont,Breuilpont,1.43333,48.9667
10190,27,sainte-opportune-la-mare,SAINTE-OPPORTUNE-LA-MARE,sainte opportune la mare,Sainte-Opportune-la-Mare,0.533333,49.4167
10191,27,beaumesnil-27,BEAUMESNIL,beaumesnil,Beaumesnil,0.716667,49.0167
10192,27,touville,TOUVILLE,touville,Touville,0.759167,49.3034
10193,27,marais-vernier,MARAIS-VERNIER,marais vernier,Marais-Vernier,0.45,49.4167
10194,27,sacq,LE SACQ,le sacq,Le Sacq,1.06667,48.9
10195,27,calleville,CALLEVILLE,calleville,Calleville,0.766667,49.2
10196,27,saint-mards-de-blacarville,SAINT-MARDS-DE-BLACARVILLE,saint mards de blacarville,Saint-Mards-de-Blacarville,0.516667,49.3667
10197,27,noyer-en-ouche,LE NOYER-EN-OUCHE,le noyer en ouche,Le Noyer-en-Ouche,0.766667,49
10198,27,mouflaines,MOUFLAINES,mouflaines,Mouflaines,1.55,49.25
10199,27,gouttieres-27,GOUTTIERES,gouttieres,Gouttières,0.75,49.0167
10200,27,saint-eloi-de-fourques,SAINT-ELOI-DE-FOURQUES,saint eloi de fourques,Saint-Éloi-de-Fourques,0.8,49.2333
10201,27,jonquerets-de-livet,JONQUERETS-DE-LIVET,jonquerets de livet,Jonquerets-de-Livet,0.616667,49.0167
10202,27,saint-ouen-du-tilleul,SAINT-OUEN-DU-TILLEUL,saint ouen du tilleul,Saint-Ouen-du-Tilleul,0.95,49.2833
10203,27,epinay,EPINAY,epinay,Épinay,0.641944,48.9812
10204,27,saint-pierre-des-ifs-27,SAINT-PIERRE-DES-IFS,saint pierre des ifs,Saint-Pierre-des-Ifs,0.633333,49.2667
10205,27,tocqueville-27,TOCQUEVILLE,tocqueville,Tocqueville,0.616667,49.4
10206,27,bretagnolles,BRETAGNOLLES,bretagnolles,Bretagnolles,1.3525,48.9517
10207,27,saint-ouen-des-champs,SAINT-OUEN-DES-CHAMPS,saint ouen des champs,Saint-Ouen-des-Champs,0.55,49.3833
10208,27,gaillardbois-cressenville,GAILLARDBOIS-CRESSENVILLE,gaillardbois cressenville,Gaillardbois-Cressenville,1.4,49.3333
10209,27,lilly,LILLY,lilly,Lilly,1.56667,49.4
10210,27,damps,LES DAMPS,les damps,Damps,1.18333,49.3
10211,27,notre-dame-d-epine,NOTRE-DAME-D'EPINE,notre dame d epine,Notre-Dame-d'Épine,0.6,49.2
10212,27,gaillon,GAILLON,gaillon,Gaillon,1.33333,49.1667
10213,27,mousseaux-neuville,MOUSSEAUX-NEUVILLE,mousseaux neuville,Mousseaux-Neuville,1.35,48.9
10214,27,saint-just-27,SAINT-JUST,saint just,Saint-Just,1.45,49.1167
10215,27,corny,CORNY,corny,Corny,1.46667,49.2833
10216,27,connelles,CONNELLES,connelles,Connelles,1.26667,49.25
10217,27,chambord-27,CHAMBORD,chambord,Chambord,0.616667,48.9
10218,27,preaux-27,LES PREAUX,les preaux,Préaux,0.466667,49.3167
10219,27,bouquetot,BOUQUETOT,bouquetot,Bouquetot,0.783333,49.3667
10220,27,authou,AUTHOU,authou,Authou,0.7,49.2333
10221,27,conde-sur-risle,CONDE-SUR-RISLE,conde sur risle,Condé-sur-Risle,0.616667,49.3167
10222,27,capelle-les-grands,CAPELLE-LES-GRANDS,capelle les grands,Capelle-les-Grands,0.474167,49.0462
10223,27,saint-jean-de-la-lequeraye,SAINT-JEAN-DE-LA-LEQUERAYE,saint jean de la lequeraye,Saint-Jean-de-la-Léqueraye,0.562778,49.2239
10224,27,saint-vincent-des-bois,SAINT-VINCENT-DES-BOIS,saint vincent des bois,Saint-Vincent-des-Bois,1.4,49.0667
10225,27,pyle,LA PYLE,la pyle,La Pyle,0.9,49.2
10226,27,tronquay-27,LE TRONQUAY,le tronquay,Le Tronquay,1.47861,49.4262
10227,27,folleville-27,FOLLEVILLE,folleville,Folleville,0.5,49.15
10228,27,merey,MEREY,merey,Merey,1.4,48.9667
10229,27,graveron-semerville,GRAVERON-SEMERVILLE,graveron semerville,Graveron-Sémerville,0.983333,49.1
10230,27,berville-en-roumois,BERVILLE-EN-ROUMOIS,berville en roumois,Berville-en-Roumois,0.833333,49.3
10231,27,bottereaux,LES BOTTEREAUX,les bottereaux,Bottereaux,0.666667,48.8833
10232,27,ecquetot,ECQUETOT,ecquetot,Ecquetot,1.01667,49.1667
10233,27,roman,ROMAN,roman,Roman,1.05,48.85
10234,27,francheville-27,FRANCHEVILLE,francheville,Francheville,0.85,48.7833
10235,27,saint-germain-village,SAINT-GERMAIN-VILLAGE,saint germain village,Saint-Germain-Village,0.5,49.35
10236,27,baux-sainte-croix,LES BAUX-SAINTE-CROIX,les baux sainte croix,Baux-Sainte-Croix,1.1,48.9667
10237,27,bourgtheroulde-infreville,BOURGTHEROULDE-INFREVILLE,bourgtheroulde infreville,Bourgtheroulde-Infreville,0.883333,49.3
10238,27,neuilly-27,NEUILLY,neuilly,Neuilly,1.41667,48.9333
10239,27,villers-en-vexin,VILLERS-EN-VEXIN,villers en vexin,Villers-en-Vexin,1.6,49.25
10240,27,saint-georges-du-vievre,SAINT-GEORGES-DU-VIEVRE,saint georges du vievre,Saint-Georges-du-Vièvre,0.583333,49.25
10241,27,cierrey,CIERREY,cierrey,Cierrey,1.26667,49
10242,27,fontaine-bellenger,FONTAINE-BELLENGER,fontaine bellenger,Fontaine-Bellenger,1.26667,49.1833
10243,27,sainte-marguerite-en-ouche,SAINTE-MARGUERITE-EN-OUCHE,sainte marguerite en ouche,Sainte-Marguerite-en-Ouche,0.65,49.0167
10244,27,fontaine-l-abbe,FONTAINE-L'ABBE,fontaine l abbe,Fontaine-l'Abbé,0.7,49.0833
10245,27,bonneville-sur-iton,LA BONNEVILLE-SUR-ITON,la bonneville sur iton,La Bonneville-sur-Iton,1.03583,48.9928
10246,27,fontenay-27,FONTENAY,fontenay,Fontenay,1.56972,49.2092
10247,27,verneusses,VERNEUSSES,verneusses,Verneusses,0.45,48.9167
10248,27,aubevoye,AUBEVOYE,aubevoye,Aubevoye,1.33333,49.15
10249,27,marcilly-la-campagne,MARCILLY-LA-CAMPAGNE,marcilly la campagne,Marcilly-la-Campagne,1.21667,48.8333
10250,27,morsan,MORSAN,morsan,Morsan,0.583333,49.1833
10251,27,nonancourt,NONANCOURT,nonancourt,Nonancourt,1.2,48.7667
10252,27,sainte-opportune-du-bosc,SAINTE-OPPORTUNE-DU-BOSC,sainte opportune du bosc,Sainte-Opportune-du-Bosc,0.837222,49.1609
10253,27,hogues,LES HOGUES,les hogues,Hogues,1.4,49.4333
10254,27,trinite-de-thouberville,LA TRINITE-DE-THOUBERVILLE,la trinite de thouberville,La Trinité-de-Thouberville,0.878333,49.3601
10255,27,puchay,PUCHAY,puchay,Puchay,1.53333,49.35
10256,27,triqueville,TRIQUEVILLE,triqueville,Triqueville,0.440833,49.3364
10257,27,rougemontiers,ROUGEMONTIERS,rougemontiers,Rougemontiers,0.725,49.3583
10258,27,haye-de-calleville,LA HAYE-DE-CALLEVILLE,la haye de calleville,La Haye-de-Calleville,0.783333,49.1833
10259,27,perruel,PERRUEL,perruel,Perruel,1.38333,49.4333
10260,27,hondouville,HONDOUVILLE,hondouville,Hondouville,1.11667,49.1333
10261,27,cauverville-en-roumois,CAUVERVILLE-EN-ROUMOIS,cauverville en roumois,Cauverville-en-Roumois,0.65,49.35
10262,27,favril-27,LE FAVRIL,le favril,Le Favril,0.531389,49.1828
10263,27,bosc-benard-commin,BOSC-BENARD-COMMIN,bosc benard commin,Bosc-Bénard-Commin,0.833333,49.3167
10264,27,bournainville-faverolles,BOURNAINVILLE-FAVEROLLES,bournainville faverolles,Bournainville-Faverolles,0.488056,49.127
10265,27,saint-philbert-sur-boissey,SAINT-PHILBERT-SUR-BOISSEY,saint philbert sur boissey,Saint-Philbert-sur-Boissey,0.784167,49.2548
10266,27,saint-georges-motel,SAINT-GEORGES-MOTEL,saint georges motel,Saint-Georges-Motel,1.36667,48.8
10267,27,civieres,CIVIERES,civieres,Civières,1.58333,49.1667
10268,27,harengere,LA HARENGERE,la harengere,La Harengère,1,49.2333
10269,27,barville-27,BARVILLE,barville,Barville,0.478056,49.1573
10270,27,ecardenville-sur-eure,ECARDENVILLE-SUR-EURE,ecardenville sur eure,Écardenville-sur-Eure,1.26667,49.1
10271,27,haye-de-routot,LA HAYE-DE-ROUTOT,la haye de routot,La Haye-de-Routot,0.733333,49.4
10272,27,ecardenville-la-campagne,ECARDENVILLE-LA-CAMPAGNE,ecardenville la campagne,Écardenville-la-Campagne,0.85,49.1167
10273,27,bus-saint-remy,BUS-SAINT-REMY,bus saint remy,Bus-Saint-Rémy,1.61667,49.15
10274,27,douains,DOUAINS,douains,Douains,1.43333,49.0333
10275,27,heuniere,LA HEUNIERE,la heuniere,La Heunière,1.41667,49.0667
10276,27,ferriere-sur-risle,LA FERRIERE-SUR-RISLE,la ferriere sur risle,La Ferrière-sur-Risle,0.8,48.9833
10277,27,sainte-marthe-27,SAINTE-MARTHE,sainte marthe,Sainte-Marthe,0.883333,48.9667
10278,27,amfreville-sur-iton,AMFREVILLE-SUR-ITON,amfreville sur iton,Amfreville-sur-Iton,1.15,49.15
10279,27,fiquefleur-equainville,FIQUEFLEUR-EQUAINVILLE,fiquefleur equainville,Fiquefleur-Équainville,0.316667,49.4167
10280,27,hennezis,HENNEZIS,hennezis,Hennezis,1.46667,49.1833
10281,27,gadencourt,GADENCOURT,gadencourt,Gadencourt,1.4,48.9833
10282,27,bacquepuis,BACQUEPUIS,bacquepuis,Bacquepuis,1.05,49.0833
10283,27,cormier,LE CORMIER,le cormier,Le Cormier,1.30833,48.975
10284,27,reuilly-27,REUILLY,reuilly,Reuilly,1.21667,49.0667
10285,27,chauvincourt-provemont,CHAUVINCOURT-PROVEMONT,chauvincourt provemont,Chauvincourt-Provemont,1.63945,49.2781
10286,27,bouquelon,BOUQUELON,bouquelon,Bouquelon,0.483333,49.4
10287,27,montfort-sur-risle,MONTFORT-SUR-RISLE,montfort sur risle,Montfort-sur-Risle,0.666667,49.3
10288,27,saint-agnan-de-cernieres,SAINT-AGNAN-DE-CERNIERES,saint agnan de cernieres,Saint-Agnan-de-Cernières,0.516667,48.9534
10289,27,mesnil-sous-vienne,MESNIL-SOUS-VIENNE,mesnil sous vienne,Mesnil-sous-Vienne,1.66667,49.3833
10290,27,autheuil-authouillet,AUTHEUIL-AUTHOUILLET,autheuil authouillet,Autheuil-Authouillet,1.28,49.0967
10291,27,bourg-achard,BOURG-ACHARD,bourg achard,Bourg-Achard,0.816667,49.35
10292,27,irreville,IRREVILLE,irreville,Irreville,1.21667,49.0833
10293,27,morgny,MORGNY,morgny,Morgny,1.58333,49.3833
10294,27,ivry-la-bataille,IVRY-LA-BATAILLE,ivry la bataille,Ivry-la-Bataille,1.46667,48.8833
10295,27,alizay,ALIZAY,alizay,Alizay,1.18333,49.3167
10296,27,faverolles-la-campagne,FAVEROLLES-LA-CAMPAGNE,faverolles la campagne,Faverolles-la-Campagne,0.933333,49.0167
10297,27,roquette,LA ROQUETTE,la roquette,La Roquette,1.33333,49.25
10298,27,tilleul-lambert,LE TILLEUL-LAMBERT,le tilleul lambert,Le Tilleul-Lambert,0.95,49.0833
10299,27,neubourg,LE NEUBOURG,le neubourg,Le Neubourg,0.916667,49.15
10300,27,epaignes,EPAIGNES,epaignes,Épaignes,0.45,49.2833
10301,27,lieurey,LIEUREY,lieurey,Lieurey,0.483333,49.2333
10302,27,tilleul-dame-agnes,TILLEUL-DAME-AGNES,tilleul dame agnes,Tilleul-Dame-Agnès,0.883333,49
10303,27,rouvray-27,ROUVRAY,rouvray,Rouvray,1.33333,49.0667
10304,27,epreville-en-roumois,EPREVILLE-EN-ROUMOIS,epreville en roumois,Épreville-en-Roumois,0.766667,49.3167
10305,27,gournay-le-guerin,GOURNAY-LE-GUERIN,gournay le guerin,Gournay-le-Guérin,0.774722,48.7073
10306,27,saint-germain-la-campagne,SAINT-GERMAIN-LA-CAMPAGNE,saint germain la campagne,Saint-Germain-la-Campagne,0.416667,49.05
10307,27,surville-27,SURVILLE,surville,Surville,1.1,49.2
10308,27,cailly-sur-eure,CAILLY-SUR-EURE,cailly sur eure,Cailly-sur-Eure,1.21667,49.1167
10309,27,pullay,PULLAY,pullay,Pullay,0.883333,48.7333
10310,27,berthouville,BERTHOUVILLE,berthouville,Berthouville,0.633333,49.1833
10311,27,cesseville,CESSEVILLE,cesseville,Cesseville,0.983333,49.1833
10312,27,pressagny-l-orgueilleux,PRESSAGNY-L'ORGUEILLEUX,pressagny l orgueilleux,Pressagny-l'Orgueilleux,1.44583,49.1323
10313,27,tilleul-othon,LE TILLEUL-OTHON,le tilleul othon,Le Tilleul-Othon,0.783333,49.1167
10314,27,saint-quentin-des-isles,SAINT-QUENTIN-DES-ISLES,saint quentin des isles,Saint-Quentin-des-Isles,0.583333,49.05
10315,27,valletot,VALLETOT,valletot,Valletot,0.616667,49.3667
10316,27,gisay-la-coudre,GISAY-LA-COUDRE,gisay la coudre,Gisay-la-Coudre,0.626111,48.9503
10317,27,ventes,LES VENTES,les ventes,Ventes,1.08333,48.95
10318,27,giverville,GIVERVILLE,giverville,Giverville,0.566667,49.2
10319,27,sainte-croix-sur-aizier,SAINTE-CROIX-SUR-AIZIER,sainte croix sur aizier,Sainte-Croix-sur-Aizier,0.633333,49.4167
10320,27,piencourt,PIENCOURT,piencourt,Piencourt,0.4,49.1667
10321,27,guernanville,GUERNANVILLE,guernanville,Guernanville,0.85,48.8833
10322,27,fontaine-heudebourg,FONTAINE-HEUDEBOURG,fontaine heudebourg,Fontaine-Heudebourg,1.21667,49.1333
10323,27,notre-dame-du-hamel,NOTRE-DAME-DU-HAMEL,notre dame du hamel,Notre-Dame-du-Hamel,0.516667,48.8833
10324,27,saint-victor-de-chretienville,SAINT-VICTOR-DE-CHRETIENVILLE,saint victor de chretienville,Saint-Victor-de-Chrétienville,0.516944,49.0737
10325,27,neuve-grange,LA NEUVE-GRANGE,la neuve grange,La Neuve-Grange,1.55,49.3667
10326,27,goulafriere,LA GOULAFRIERE,la goulafriere,La Goulafrière,0.45,48.95
10327,27,pont-saint-pierre,PONT-SAINT-PIERRE,pont saint pierre,Pont-Saint-Pierre,1.26667,49.3333
10328,27,beaumontel,BEAUMONTEL,beaumontel,Beaumontel,0.766667,49.0833
10329,27,conde-sur-iton,CONDE-SUR-ITON,conde sur iton,Condé-sur-Iton,0.9625,48.8331
10330,27,corneville-sur-risle,CORNEVILLE-SUR-RISLE,corneville sur risle,Corneville-sur-Risle,0.616667,49.3333
10331,27,beuzeville,BEUZEVILLE,beuzeville,Beuzeville,0.35,49.3333
10332,27,foulbec,FOULBEC,foulbec,Foulbec,0.416667,49.4
10333,27,mesnil-verclives,MESNIL-VERCLIVES,mesnil verclives,Mesnil-Verclives,1.46667,49.3167
10334,27,saint-ouen-d-attez,SAINT-OUEN-D'ATTEZ,saint ouen d attez,Saint-Ouen-d'Attez,0.95,48.8
10335,27,saint-denis-des-monts,SAINT-DENIS-DES-MONTS,saint denis des monts,Saint-Denis-des-Monts,0.816667,49.2667
10336,27,rugles,RUGLES,rugles,Rugles,0.7,48.8167
10337,27,criquebeuf-la-campagne,CRIQUEBEUF-LA-CAMPAGNE,criquebeuf la campagne,Criquebeuf-la-Campagne,1.01667,49.2
10338,27,noe-poulain,LA NOE-POULAIN,la noe poulain,La Noë-Poulain,0.516667,49.2667
10339,27,boncourt-27,BONCOURT,boncourt,Boncourt,1.3,49.0333
10340,27,lery-27,LERY,lery,Léry,1.21667,49.2833
10341,27,evreux,EVREUX,evreux,Évreux,1.15,49.0167
10342,27,saint-philbert-sur-risle,SAINT-PHILBERT-SUR-RISLE,saint philbert sur risle,Saint-Philbert-sur-Risle,0.65,49.2833
10343,27,vieil-evreux,LE VIEIL-EVREUX,le vieil evreux,Le Vieil-Évreux,1.23333,49
10344,27,vironvay,VIRONVAY,vironvay,Vironvay,1.21667,49.2
10345,27,saint-denis-le-ferment,SAINT-DENIS-LE-FERMENT,saint denis le ferment,Saint-Denis-le-Ferment,1.71667,49.3333
10346,27,boisney,BOISNEY,boisney,Boisney,0.65,49.15
10347,27,hauville,HAUVILLE,hauville,Hauville,0.766667,49.4
10348,27,saint-ouen-de-pontcheuil,SAINT-OUEN-DE-PONTCHEUIL,saint ouen de pontcheuil,Saint-Ouen-de-Pontcheuil,0.95,49.2333
10349,27,sancourt-27,SANCOURT,sancourt,Sancourt,1.68333,49.35
10350,27,freneuse-sur-risle,FRENEUSE-SUR-RISLE,freneuse sur risle,Freneuse-sur-Risle,0.666667,49.25
10351,27,eturqueraye,ETURQUERAYE,eturqueraye,Éturqueraye,0.7,49.3667
10352,27,mesnil-jourdain,LE MESNIL-JOURDAIN,le mesnil jourdain,Le Mesnil-Jourdain,1.11667,49.1833
10353,27,amfreville-les-champs-27,AMFREVILLE-LES-CHAMPS,amfreville les champs,Amfreville-les-Champs,1.31667,49.3167
10354,27,fourmetot,FOURMETOT,fourmetot,Fourmetot,0.566667,49.3833
10355,27,quittebeuf,QUITTEBEUF,quittebeuf,Quittebeuf,1.01667,49.1
10356,27,serez,SEREZ,serez,Serez,1.36389,48.9339
10357,27,bernienville,BERNIENVILLE,bernienville,Bernienville,1.03333,49.0833
10358,27,saint-aubin-le-guichard,SAINT-AUBIN-LE-GUICHARD,saint aubin le guichard,Saint-Aubin-le-Guichard,0.7,49.0333
10359,27,noyers-27,NOYERS,noyers,Noyers,1.38333,49.2667
10360,27,mesnil-sur-l-estree,MESNIL-SUR-L'ESTREE,mesnil sur l estree,Mesnil-sur-l'Estrée,1.3,48.7667
10361,27,sainte-marguerite-de-l-autel,SAINTE-MARGUERITE-DE-L'AUTEL,sainte marguerite de l autel,Sainte-Marguerite-de-l'Autel,0.866667,48.9
10362,27,fontaine-sous-jouy,FONTAINE-SOUS-JOUY,fontaine sous jouy,Fontaine-sous-Jouy,1.3,49.0667
10363,27,baux-de-breteuil,LES BAUX-DE-BRETEUIL,les baux de breteuil,Baux-de-Breteuil,0.816667,48.8833
10364,27,martagny,MARTAGNY,martagny,Martagny,1.65945,49.3951
10365,27,courdemanche-27,COURDEMANCHE,courdemanche,Courdemanche,1.28333,48.8167
10366,27,saint-victor-sur-avre,SAINT-VICTOR-SUR-AVRE,saint victor sur avre,Saint-Victor-sur-Avre,0.85,48.7
10367,27,breteuil-27,BRETEUIL,breteuil,Breteuil,0.913889,48.8362
10368,27,houlbec-cocherel,HOULBEC-COCHEREL,houlbec cocherel,Houlbec-Cocherel,1.36667,49.0667
10369,27,courteilles,COURTEILLES,courteilles,Courteilles,1.01667,48.7333
10370,27,ajou,AJOU,ajou,Ajou,0.783333,48.9833
10371,27,vaudreuil,LE VAUDREUIL,le vaudreuil,Le Vaudreuil,1.21667,49.25
10372,27,doudeauville-en-vexin,DOUDEAUVILLE-EN-VEXIN,doudeauville en vexin,Doudeauville-en-Vexin,1.58945,49.3275
10373,27,tourny,TOURNY,tourny,Tourny,1.55,49.1833
10374,27,cheronvilliers,CHERONVILLIERS,cheronvilliers,Chéronvilliers,0.733333,48.7833
10375,27,planquay,LE PLANQUAY,le planquay,Le Planquay,0.433333,49.1
10376,27,corneuil,CORNEUIL,corneuil,Corneuil,1.14167,48.8833
10377,27,thuit-simer,LE THUIT-SIMER,le thuit simer,Le Thuit-Simer,0.916667,49.2667
10378,27,saint-leger-de-rotes,SAINT-LEGER-DE-ROTES,saint leger de rotes,Saint-Léger-de-Rôtes,0.65,49.1167
10379,27,pont-authou,PONT-AUTHOU,pont authou,Pont-Authou,0.7,49.25
10380,27,montreuil-l-argille,MONTREUIL-L'ARGILLE,montreuil l argille,Montreuil-l'Argillé,0.483333,48.9333
10381,27,fours-en-vexin,FOURS-EN-VEXIN,fours en vexin,Fours-en-Vexin,1.6,49.1833
10382,27,melicourt,MELICOURT,melicourt,Mélicourt,0.516667,48.9167
10383,27,sainte-colombe-pres-vernon,SAINTE-COLOMBE-PRES-VERNON,sainte colombe pres vernon,Sainte-Colombe-près-Vernon,1.33333,49.1
10384,27,villalet,VILLALET,villalet,Villalet,1.06667,48.9333
10385,27,heudreville-sur-eure,HEUDREVILLE-SUR-EURE,heudreville sur eure,Heudreville-sur-Eure,1.18333,49.15
10386,27,trinite-27,LA TRINITE,la trinite,La Trinité,1.23333,48.9917
10387,27,saint-mards-de-fresne,SAINT-MARDS-DE-FRESNE,saint mards de fresne,Saint-Mards-de-Fresne,0.45,49.0667
10388,27,broglie,BROGLIE,broglie,Broglie,0.533333,49.0167
10389,27,saint-germain-de-fresney,SAINT-GERMAIN-DE-FRESNEY,saint germain de fresney,Saint-Germain-de-Fresney,1.28333,48.9667
10390,27,ferrieres-haut-clocher,FERRIERES-HAUT-CLOCHER,ferrieres haut clocher,Ferrières-Haut-Clocher,0.983333,49.0167
10391,27,renneville-27,RENNEVILLE,renneville,Renneville,1.31667,49.4
10392,27,bonneville-aptot,BONNEVILLE-APTOT,bonneville aptot,Bonneville-Aptot,0.766667,49.25
10393,27,lisors,LISORS,lisors,Lisors,1.46667,49.35
10394,27,buis-sur-damville,BUIS-SUR-DAMVILLE,buis sur damville,Buis-sur-Damville,1.12167,48.8317
10395,27,manoir-27,LE MANOIR,le manoir,Le Manoir,1.2,49.3167
10396,27,saint-martin-saint-firmin,SAINT-MARTIN-SAINT-FIRMIN,saint martin saint firmin,Saint-Martin-Saint-Firmin,0.566667,49.2833
10397,27,venon-27,VENON,venon,Venon,1.05,49.1667
10398,27,thierville,THIERVILLE,thierville,Thierville,0.716667,49.2667
10399,27,huest,HUEST,huest,Huest,1.21667,49.0333
10400,27,criquebeuf-sur-seine,CRIQUEBEUF-SUR-SEINE,criquebeuf sur seine,Criquebeuf-sur-Seine,1.1,49.3
10401,27,hardencourt-cocherel,HARDENCOURT-COCHEREL,hardencourt cocherel,Hardencourt-Cocherel,1.31667,49.05
10402,27,cuverville-27,CUVERVILLE,cuverville,Cuverville,1.37195,49.2862
10403,27,plessis-sainte-opportune,LE PLESSIS-SAINTE-OPPORTUNE,le plessis sainte opportune,Le Plessis-Sainte-Opportune,0.883333,49.0667
10404,27,farceaux,FARCEAUX,farceaux,Farceaux,1.53333,49.2833
10405,27,emanville-27,EMANVILLE,emanville,Émanville,0.916667,49.0667
10406,27,heudreville-en-lieuvin,HEUDREVILLE-EN-LIEUVIN,heudreville en lieuvin,Heudreville-en-Lieuvin,0.5,49.2
10407,27,gouville,GOUVILLE,gouville,Gouville,1,48.85
10408,27,guerny,GUERNY,guerny,Guerny,1.68333,49.2167
10409,27,bosc-roger-en-roumois,LE BOSC-ROGER-EN-ROUMOIS,le bosc roger en roumois,Le Bosc-Roger-en-Roumois,0.924167,49.2898
10410,27,thuit-anger,LE THUIT-ANGER,le thuit anger,Le Thuit-Anger,0.966667,49.2667
10411,27,bernouville,BERNOUVILLE,bernouville,Bernouville,1.7,49.3
10412,27,coudres,COUDRES,coudres,Coudres,1.25,48.8667
10413,27,heuqueville-27,HEUQUEVILLE,heuqueville,Heuqueville,1.33333,49.2833
10414,27,haye-du-theil,LA HAYE-DU-THEIL,la haye du theil,La Haye-du-Theil,0.883333,49.2333
10415,27,vannecrocq,VANNECROCQ,vannecrocq,Vannecrocq,0.433333,49.3
10416,27,saint-georges-du-mesnil,SAINT-GEORGES-DU-MESNIL,saint georges du mesnil,Saint-Georges-du-Mesnil,0.55,49.2167
10417,27,muids,MUIDS,muids,Muids,1.3,49.2167
10418,27,lyons-la-foret,LYONS-LA-FORET,lyons la foret,Lyons-la-Forêt,1.46667,49.4
10419,27,bretigny-27,BRETIGNY,bretigny,Bretigny,0.675,49.2167
10420,27,troncq,LE TRONCQ,le troncq,Le Troncq,0.916667,49.2
10421,27,noards,NOARDS,noards,Noards,0.516667,49.2167
10422,27,saint-pierre-du-bosguerard,SAINT-PIERRE-DU-BOSGUERARD,saint pierre du bosguerard,Saint-Pierre-du-Bosguérard,0.9,49.2667
10423,27,portes-27,PORTES,portes,Portes,0.95,49.0333
10424,27,saint-pierre-des-fleurs,SAINT-PIERRE-DES-FLEURS,saint pierre des fleurs,Saint-Pierre-des-Fleurs,0.966667,49.25
10425,27,saint-aubin-des-hayes,SAINT-AUBIN-DES-HAYES,saint aubin des hayes,Saint-Aubin-des-Hayes,0.683333,49.0167
10426,27,beaubray,BEAUBRAY,beaubray,Beaubray,0.916667,48.9167
10427,27,notre-dame-de-l-isle,NOTRE-DAME-DE-L'ISLE,notre dame de l isle,Notre-Dame-de-l'Isle,1.43333,49.15
10428,27,boulleville,BOULLEVILLE,boulleville,Boulleville,0.383333,49.3667
10429,27,garencieres,GARENCIERES,garencieres,Garencières,1.26667,48.95
10430,27,fleury-sur-andelle,FLEURY-SUR-ANDELLE,fleury sur andelle,Fleury-sur-Andelle,1.35,49.3667
10431,27,mesnil-hardray,LE MESNIL-HARDRAY,le mesnil hardray,Le Mesnil-Hardray,1,48.9333
10432,27,saint-paul-de-fourques,SAINT-PAUL-DE-FOURQUES,saint paul de fourques,Saint-Paul-de-Fourques,0.8,49.2167
10433,27,conches-en-ouche,CONCHES-EN-OUCHE,conches en ouche,Conches-en-Ouche,0.933333,48.9667
10434,27,gauville-la-campagne,GAUVILLE-LA-CAMPAGNE,gauville la campagne,Gauville-la-Campagne,1.08333,49.05
10435,27,saint-laurent-du-tencement,SAINT-LAURENT-DU-TENCEMENT,saint laurent du tencement,Saint-Laurent-du-Tencement,0.466667,48.8833
10436,27,douville-sur-andelle,DOUVILLE-SUR-ANDELLE,douville sur andelle,Douville-sur-Andelle,1.3,49.3333
10437,27,saussay-la-campagne,SAUSSAY-LA-CAMPAGNE,saussay la campagne,Saussay-la-Campagne,1.51667,49.3167
10438,27,thiberville,THIBERVILLE,thiberville,Thiberville,0.45,49.1333
10439,27,tillieres-sur-avre,TILLIERES-SUR-AVRE,tillieres sur avre,Tillières-sur-Avre,1.06667,48.7667
10440,27,illiers-l-eveque,ILLIERS-L'EVEQUE,illiers l eveque,Illiers-l'Évêque,1.26667,48.8167
10441,27,droisy-27,DROISY,droisy,Droisy,1.15,48.8
10442,27,sebecourt,SEBECOURT,sebecourt,Sébécourt,0.833333,48.9667
10443,27,ambenay,AMBENAY,ambenay,Ambenay,0.733333,48.8333
10444,27,bosrobert,BOSROBERT,bosrobert,Bosrobert,0.75,49.2333
