id,dep,name,long,lat
10571,28,manou,0.983333,48.5167
10572,28,la croix du perche,1.05,48.2667
10573,28,villampuy,1.51667,48.0333
10574,28,senonches,1.03333,48.55
10575,28,landelles,1.2,48.4667
10576,28,maintenon,1.58333,48.5833
10577,28,rouvres,1.48472,48.8395
10578,28,brechamps,1.51667,48.6667
10579,28,chapelle guillaume,0.916667,48.1167
10580,28,les etilleux,0.816667,48.2333
10581,28,villiers saint orien,1.48333,48.1333
10582,28,gohory,1.23333,48.1667
10583,28,courbehaye,1.6,48.15
10584,28,crecy couve,1.28333,48.6667
10585,28,ardelles,1.16667,48.55
10586,28,trancrainville,1.86667,48.2333
10587,28,saint remy sur avre,1.25,48.7667
10588,28,epernon,1.68333,48.6167
10589,28,chassant,1.06667,48.3
10590,28,saint eman,1.21667,48.3167
10591,28,sours,1.6,48.4167
10592,28,havelu,1.53333,48.7833
10593,28,beville le comte,1.71667,48.4333
10594,28,champrond en perchet,0.868333,48.3109
10595,28,levainville,1.73333,48.5
10596,28,lumeau,1.78333,48.1167
10597,28,luplante,1.4,48.3
10598,28,baigneaux,1.61667,48.3333
10599,28,saint hilaire sur yerre,1.25,48.0333
10600,28,dancy,1.46667,48.15
10601,28,villemeux sur eure,1.46667,48.6667
10602,28,marboue,1.33333,48.1167
10603,28,roinville,1.75,48.45
10604,28,chatillon en dunois,1.18333,48.1167
10605,28,thiville,1.38333,48.0167
10606,28,soize,0.883333,48.1667
10607,28,les corvees les yys,1.15,48.35
10608,28,germainville,1.48333,48.75
10609,28,oysonville,1.95,48.4
10610,28,saint denis les ponts,1.3,48.0667
10611,28,allonnes,1.66667,48.3333
10612,28,leves,1.48333,48.4667
10613,28,bullainville,1.51667,48.1667
10614,28,pontgouin,1.16667,48.4833
10615,28,ormoy,1.47306,48.622
10616,28,saint prest,1.53333,48.5
10617,28,pre saint evroult,1.46667,48.1833
10618,28,beaumont les autels,0.95,48.25
10619,28,bethonvilliers,0.916667,48.2167
10620,28,luce,1.46667,48.4333
10621,28,saint victor de buthon,0.966667,48.4
10622,28,chartres,1.5,48.45
10623,28,francourville,1.66667,48.4
10624,28,umpeau,1.68333,48.4667
10625,28,montboissier,1.4,48.2167
10626,28,oinville saint liphard,1.91667,48.2333
10627,28,pierres,1.55,48.6
10628,28,maisons,1.85,48.4
10629,28,champrond en gatine,1.08333,48.4
10630,28,saint luperce,1.31667,48.4333
10631,28,saint pellerin,1.15,48.0667
10632,28,le boullay les deux eglises,1.33333,48.6333
10633,28,la ferte vidame,0.916667,48.6167
10634,28,coulombs,1.55,48.65
10635,28,saint leger des aubees,1.73333,48.4167
10636,28,maillebois,1.15,48.6333
10637,28,conie molitard,1.45,48.1167
10638,28,luray,1.4,48.7167
10639,28,jouy,1.55,48.5167
10640,28,yermenonville,1.61667,48.55
10641,28,santeuil,1.73333,48.3833
10642,28,cormainville,1.6,48.1333
10643,28,douy,1.26667,48.0333
10644,28,briconville,1.38333,48.5333
10645,28,gommerville,1.95,48.35
10646,28,villars,1.55,48.2333
10647,28,varize,1.51361,48.0948
10648,28,bazoches en dunois,1.56667,48.1
10649,28,santilly,1.86667,48.15
10650,28,vitray en beauce,1.41667,48.2833
10651,28,saint eliph,1.01667,48.45
10652,28,la saucelle,1.03333,48.6333
10653,28,combres,1.06667,48.3167
10654,28,unverre,1.1,48.2
10655,28,mittainvilliers,1.31667,48.5
10656,28,aunay sous crecy,1.3,48.6667
10657,28,belhomert guehouville,1.06667,48.5
10658,28,la bazoche gouet,0.983333,48.1333
10659,28,le boullay mivoye,1.4,48.65
10660,28,cherisy,1.43333,48.75
10661,28,champagne,1.56667,48.7667
10662,28,thivars,1.46667,48.3833
10663,28,mereglise,1.18333,48.2833
10664,28,bu,1.5,48.8
10665,28,gellainville,1.53333,48.4
10666,28,saint lubin des joncherets,1.21667,48.7667
10667,28,fresnay le gilmert,1.41667,48.5167
10668,28,lutz en dunois,1.41667,48.05
10669,28,lamblore,0.916667,48.6167
10670,28,saint avit les guespieres,1.26667,48.2667
10671,28,cloyes sur le loir,1.23333,48
10672,28,la chapelle du noyer,1.31667,48.0333
10673,28,escorpain,1.21667,48.7167
10674,28,coudreceau,0.916667,48.35
10675,28,la manceliere,0.983333,48.65
10676,28,garancieres en beauce,1.91667,48.4333
10677,28,vert en drouais,1.3,48.7667
10678,28,bailleau armenonville,1.65111,48.5325
10679,28,charonville,1.3,48.2833
10680,28,garnay,1.33333,48.7
10681,28,villeau,1.6,48.2333
10682,28,favieres,1.23333,48.5333
10683,28,clevilliers,1.38333,48.55
10684,28,terminiers,1.75,48.0833
10685,28,fretigny,0.966667,48.3667
10686,28,gouillons,1.83333,48.35
10687,28,neuvy en dunois,1.53333,48.2
10688,28,nottonville,1.5,48.1167
10689,28,vicheres,0.916667,48.2667
10690,28,flacey,1.35,48.15
10691,28,poupry,1.83333,48.1
10692,28,la chaussee d ivry,1.48333,48.8833
10693,28,magny,1.26667,48.35
10694,28,morvilliers,0.933333,48.65
10695,28,thimert gatelles,1.25139,48.5695
10696,28,les pinthieres,1.56667,48.7
10697,28,la loupe,1.01667,48.4667
10698,28,charpont,1.45,48.7
10699,28,houx,1.61667,48.5667
10700,28,anet,1.43333,48.85
10701,28,saint cloud en dunois,1.47,48.04
10702,28,croisilles,1.5,48.6833
10703,28,autheuil,1.28333,48
10704,28,dreux,1.36667,48.7333
10705,28,boisville la saint pere,1.7,48.3333
10706,28,la chapelle fortin,0.866667,48.65
10707,28,gallardon,1.7,48.5333
10708,28,olle,1.3,48.3833
10709,28,logron,1.26667,48.15
10710,28,vieuvicq,1.21667,48.2667
10711,28,viabon,1.71667,48.2167
10712,28,brezolles,1.06667,48.6833
10713,28,montharville,1.33333,48.1833
10714,28,saint ouen marchefroy,1.53333,48.85
10715,28,marolles les buis,0.933333,48.3667
10716,28,courtalain,1.15,48.0833
10717,28,saint lubin de la haye,1.56667,48.8167
10718,28,houville la branche,1.63333,48.45
10719,28,beauche,0.966667,48.6833
10720,28,bailleau le pin,1.33333,48.3667
10721,28,baignolet,1.61667,48.1667
10722,28,rouvray saint denis,1.93333,48.2667
10723,28,villiers le morhier,1.56667,48.6167
10724,28,ymonville,1.75,48.25
10725,28,allainville,1.3,48.7167
10726,28,marville moutiers brule,1.38861,48.6745
10727,28,villebon,1.20695,48.392
10728,28,nogent le roi,1.53333,48.65
10729,28,moutiers,1.78333,48.3
10730,28,le mesnil simon,1.53333,48.9
10731,28,le favril,1.12861,48.4637
10732,28,saussay,1.41667,48.85
10733,28,blandainville,1.3,48.3
10734,28,vernouillet,1.36667,48.7167
10735,28,revercourt,1.08333,48.7167
10736,28,laons,1.18333,48.7
10737,28,meslay le grenet,1.38333,48.3667
10738,28,les chatelliers notre dame,1.20417,48.3492
10739,28,reclainville,1.74695,48.3392
10740,28,argenvilliers,0.95,48.2667
10741,28,saint arnoult des bois,1.26667,48.4833
10742,28,lanneray,1.25,48.0833
10743,28,alluyes,1.36667,48.2333
10744,28,saint aubin des bois,1.36667,48.4667
10745,28,orgeres en beauce,1.7,48.15
10746,28,berou la mulotiere,1.05,48.75
10747,28,louvilliers en drouais,1.28333,48.7333
10748,28,mezieres en drouais,1.43333,48.7167
10749,28,chateauneuf en thymerais,1.25,48.5833
10750,28,crucey villages,1.0775,48.667
10751,28,ver les chartres,1.47833,48.3853
10752,28,hanches,1.65,48.6
10753,28,frunce,1.23333,48.4
10754,28,sandarville,1.35,48.35
10755,28,lethuin,1.86667,48.3667
10756,28,vierville,1.91667,48.3833
10757,28,trizay les bonneval,1.33333,48.2
10758,28,fresnay l eveque,1.81667,48.2667
10759,28,donnemain saint mames,1.36667,48.1
10760,28,rueil la gadeliere,0.966667,48.7167
10761,28,pre saint martin,1.46667,48.2167
10762,28,meslay le vidame,1.46667,48.2833
10763,28,guilleville,1.81667,48.2167
10764,28,bouville,1.38333,48.2667
10765,28,sancheville,1.56667,48.1833
10766,28,treon,1.33333,48.6833
10767,28,chuisnes,1.21667,48.45
10768,28,bleury,1.75,48.5167
10769,28,arrou,1.11667,48.1
10770,28,romilly sur aigre,1.28333,47.9833
10771,28,chateaudun,1.33333,48.0833
10772,28,gasville oiseme,1.53667,48.4687
10773,28,germignonville,1.73333,48.1833
10774,28,droue sur drouette,1.7,48.6
10775,28,le puiset,1.86667,48.2
10776,28,le mesnil thomas,1.1,48.6
10777,28,la bourdiniere saint loup,1.42722,48.317
10778,28,toury,1.93556,48.1942
10779,28,chataincourt,1.23333,48.7
10780,28,montigny le chartif,1.16667,48.2833
10781,28,luigny,1.03333,48.2333
10782,28,guainville,1.5,48.9167
10783,28,miermaigne,0.983333,48.25
10784,28,dambron,1.86667,48.1167
10785,28,jallans,1.38333,48.0833
10786,28,fains la folie,1.65,48.2167
10787,28,nogent le phaye,1.58333,48.4333
10788,28,marchezais,1.51667,48.7667
10789,28,boncourt,1.46667,48.85
10790,28,champseru,1.65667,48.4923
10791,28,goussainville,1.55,48.7667
10792,28,theuville,1.6,48.3333
10793,28,cintray,1.36667,48.45
10794,28,soulaires,1.58333,48.5167
10795,28,bonneval,1.4,48.1833
10796,28,digny,1.15,48.5333
10797,28,broue,1.51667,48.75
10798,28,la gaudaine,0.933333,48.3
10799,28,boisgasson,1.1525,48.0475
10800,28,saint maur sur le loir,1.41667,48.15
10801,28,bazoches les hautes,1.8,48.15
10802,28,charray,1.33333,47.9667
10803,28,saint denis des puits,1.18333,48.4
10804,28,mainvilliers,1.46667,48.45
10805,28,jaudrais,1.13333,48.5833
10806,28,tremblay les villages,1.38111,48.6009
10807,28,cernay,1.25,48.3833
10808,28,ecrosnes,1.73333,48.55
10809,28,ouerre,1.46667,48.7
10810,28,le gault saint denis,1.48333,48.2333
10811,28,lormaye,1.53333,48.65
10812,28,poisvilliers,1.46667,48.5
10813,28,langey,1.18333,48.05
10814,28,gilles,1.51667,48.9167
10815,28,saint piat,1.58333,48.55
10816,28,courville sur eure,1.25,48.45
10817,28,champhol,1.5,48.4667
10818,28,auneau,1.76667,48.45
10819,28,bercheres les pierres,1.55,48.3833
10820,28,nonvilliers grandhoux,1.18333,48.35
10821,28,prudemanche,1.13333,48.7167
10822,28,nogent le rotrou,0.833333,48.3167
10823,28,fraze,1.1,48.2667
10824,28,coudray au perche,0.866667,48.2333
10825,28,morainville,1.83333,48.3833
10826,28,luisant,1.48333,48.4167
10827,28,chatenay,1.88333,48.3583
10828,28,la chapelle forainvilliers,1.50167,48.7287
10829,28,fontaine la guyon,1.31667,48.4667
10830,28,fontenay sur eure,1.41667,48.4
10831,28,senantes,1.56667,48.6667
10832,28,sainte gemme moronval,1.4,48.7333
10833,28,rohaire,0.85,48.6667
10834,28,boissy en drouais,1.26667,48.7333
10835,28,saint lubin de cravant,1.1,48.7167
10836,28,le mee,1.41667,47.9833
10837,28,saint denis d authou,0.983333,48.35
10838,28,coltainville,1.58333,48.4833
10839,28,dangeau,1.28333,48.2
10840,28,friaize,1.13333,48.4333
10841,28,sorel moussel,1.36667,48.8333
10842,28,saint maurice saint germain,1.08333,48.5
10843,28,bercheres saint germain,1.47917,48.5362
10844,28,corancez,1.51667,48.3667
10845,28,saint ange et torcay,1.21667,48.65
10846,28,denonville,1.81667,48.3833
10847,28,ardelu,1.91667,48.35
10848,28,dammarie,1.5,48.35
10849,28,la framboisiere,1.01667,48.6
10850,28,le boullay thierry,1.43333,48.6333
10851,28,barjouville,1.48333,48.4167
10852,28,saint laurent la gatine,1.55,48.7
10853,28,aunay sous auneau,1.81667,48.4333
10854,28,marcheville,1.25,48.3667
10855,28,oulins,1.46667,48.8667
10856,28,intreville,1.93333,48.3
10857,28,mignieres,1.43333,48.3667
10858,28,saint sauveur marville,1.27917,48.5953
10859,28,saint martin de nigelles,1.61667,48.6167
10860,28,ozoir le breuil,1.48333,48.0167
10861,28,brunelles,0.9,48.3167
10862,28,saint jean pierre fixte,0.833333,48.2833
10863,28,illiers combray,1.2475,48.3006
10864,28,montainville,1.55,48.2667
10865,28,chauffours,1.35,48.4
10866,28,saint jean de rebervilliers,1.25,48.6167
10867,28,la puisaye,0.966667,48.6
10868,28,verigny,1.31667,48.5167
10869,28,levesville la chenard,1.83333,48.3
10870,28,bailleau l eveque,1.4,48.4833
10871,28,trizay coutretot saint serge,0.866667,48.2833
10872,28,ermenonville la petite,1.35,48.3
10873,28,serville,1.48333,48.7667
10874,28,sainville,1.88333,48.4167
10875,28,thiron gardais,0.983333,48.3167
10876,28,ecluzelles,1.41667,48.7167
10877,28,la ferte villeneuil,1.35,47.9833
10878,28,dampierre sous brou,1.11667,48.2167
10879,29,loperhet,-4.3,48.3833
10880,29,confort meilars,-4.43333,48.05
10881,29,daoulas,-4.25,48.3667
10882,29,lanrivoare,-3.63333,48.4667
10883,29,plounevezel,-3.6,48.3
10884,29,plougasnou,-3.8,48.7
10885,29,plounevez lochrist,-4.21667,48.6167
10886,29,kerlouan,-4.36667,48.65
10887,29,guiler sur goyen,-4.36667,48.0167
10888,29,lothey,3.97223,48.1823
10889,29,peumerit,-4.3,47.9333
10890,29,plouescat,-4.16667,48.6667
10891,29,guipronvel,-4.56667,48.4833
10892,29,dineault,-4.16667,48.2167
10893,29,la feuillee,-3.85,48.4
10894,29,primelin,-4.61667,48.0167
10895,29,le trehou,-4.13333,48.4
10896,29,le relecq kerhuon,-4.4,48.4
10897,29,guiclan,-3.96667,48.55
10898,29,treogat,-4.31667,47.9167
10899,29,tremeven,2.4675,47.8984
10900,29,saint yvi,-3.93333,47.9667
10901,29,plovan,-4.36667,47.9167
10902,29,kerlaz,-4.26667,48.0833
10903,29,guilers,-4.56667,48.4333
10904,29,hanvec,-4.16667,48.3333
10905,29,le drennec,-4.36667,48.5333
10906,29,saint vougay,-4.13333,48.6
10907,29,locmaria berrien,-3.7,48.35
10908,29,locquenole,-3.86667,48.6167
10909,29,lannilis,-4.51667,48.5667
10910,29,leuhan,-3.78333,48.1
10911,29,saint hernin,-3.63333,48.2167
10912,29,sainte seve,-3.86667,48.5667
10913,29,milizac,-4.56667,48.4667
10914,29,beuzec cap sizun,-4.51667,48.0833
10915,29,plouedern,-4.25,48.4833
10916,29,motreff,-3.55,48.2
10917,29,kergloff,-3.63333,48.2667
10918,29,plonevez porzay,-4.21667,48.1
10919,29,loc eguiner saint thegonnec,-3.96667,48.4667
10920,29,saint fregant,-4.38333,48.6
10921,29,saint thonan,-4.33333,48.4833
10922,29,la roche maurice,-4.2,48.4667
10923,29,guerlesquin,-3.58333,48.5167
10924,29,briec,-4,48.1
10925,29,saint segal,-4.06667,48.2333
10926,29,treflaouenan,-4.1,48.6333
10927,29,plourin,3.31306,48.5095
10928,29,botsorhel,-3.65,48.5333
10929,29,plomeur,-4.28333,47.8333
10930,29,guilligomarc h,-3.41667,47.9333
10931,29,treflevenez,-4.16667,48.4167
10932,29,riec sur belon,-3.7,47.8333
10933,29,taule,-3.9,48.6
10934,29,plouye,-3.73333,48.3167
10935,29,bodilis,-4.11667,48.5333
10936,29,irvillac,-4.21667,48.3667
10937,29,quimperle,-3.55,47.8667
10938,29,treglonou,-4.53333,48.55
10939,29,lennon,-3.9,48.2
10940,29,saint jean trolimon,-4.28333,47.8667
10941,29,le juch,-4.25,48.0667
10942,29,saint evarzec,-4.01667,47.9333
10943,29,saint eloy,-4.11667,48.3667
10944,29,goulien,-4.6,48.05
10945,29,sizun,-4.08333,48.4
10946,29,trebabu,-4.73333,48.3667
10947,29,landudec,-4.33333,48
10948,29,scrignac,-3.68333,48.4333
10949,29,lanhouarneau,-4.2,48.5833
10950,29,port launay,-4.06667,48.2167
10951,29,plougastel daoulas,-4.36667,48.3667
10952,29,tregarvan,-4.21667,48.25
10953,29,saint pol de leon,-3.98333,48.6833
10954,29,redene,-3.46667,47.85
10955,29,plougoulm,-4.05,48.6667
10956,29,saint rivoal,-4,48.35
10957,29,guengat,-4.2,48.05
10958,29,kernoues,-4.35,48.5833
10959,29,plouguerneau,-4.5,48.6
10960,29,berrien,-3.75,48.4
10961,29,fouesnant,-4.01667,47.9
10962,29,pont aven,-3.75,47.85
10963,29,plouenan,-4,48.6333
10964,29,treffiagat,-4.26667,47.8167
10965,29,ploneis,-4.21667,48.0167
10966,29,scaer,-3.7,48.0333
10967,29,clohars carnoet,-3.58333,47.8
10968,29,rosnoen,-4.2,48.2667
10969,29,locquirec,-3.65,48.7
10970,29,le cloitre pleyben,-3.88333,48.25
10971,29,la foret fouesnant,-3.98333,47.9167
10972,29,plougonven,-3.71667,48.5167
10973,29,henvic,-3.93333,48.6333
10974,29,ile de batz,3.98917,48.7445
10975,29,saint martin des champs,-3.83333,48.5833
10976,29,chateaulin,-4.08333,48.2
10977,29,le faou,-4.18333,48.3
10978,29,landeleau,-3.73333,48.2333
10979,29,bolazec,-3.58333,48.45
10980,29,poullan sur mer,-4.41667,48.0833
10981,29,plouvorn,-4.03333,48.5833
10982,29,landrevarzec,-4.05,48.0833
10983,29,guimaec,-3.7,48.6667
10984,29,saint servais,-4.15,48.5167
10985,29,pont l abbe,-4.21667,47.8667
10986,29,loperec,-4.05,48.2833
10987,29,brignogan plage,-4.31667,48.6667
10988,29,pouldreuzic,-4.36667,47.95
10989,29,carantec,-3.91667,48.6667
10990,29,arzano,-3.43333,47.9
10991,29,edern,-3.98333,48.1
10992,29,lanmeur,2.28473,48.6473
10993,29,guipavas,-4.4,48.4333
10994,29,saint renan,-4.61667,48.4333
10995,29,loc eguiner,3.90556,48.4731
10996,29,concarneau,-3.91667,47.8667
10997,29,kernilis,-4.41667,48.5667
10998,29,roscoff,-3.98333,48.7333
10999,29,bohars,-4.51667,48.4333
11000,29,santec,-4.03333,48.7
11001,29,tremeoc,-4.21667,47.9
11002,29,la forest landerneau,-4.31667,48.4333
11003,29,plogonnec,-4.18333,48.0833
11004,29,gouesnou,-4.46667,48.45
11005,29,treouergat,-4.6,48.5
11006,29,pouldergat,-4.33333,48.05
11007,29,tourch,-3.83333,48.0333
11008,29,pleyber christ,-3.86667,48.5
11009,29,saint derrien,-4.18333,48.55
11010,29,melgven,-3.83333,47.9
11011,29,lesneven,-4.31667,48.5667
11012,29,landivisiau,-4.06667,48.5167
11013,29,goulven,-4.3,48.6333
11014,29,landeda,-4.56667,48.5833
11015,29,plourin les morlaix,2.21028,48.535
11016,29,plouneventer,-4.21667,48.5167
11017,29,ploudiry,-4.15,48.45
11018,29,baye,-3.6,47.85
11019,29,loctudy,-4.16667,47.8333
11020,29,collorec,-3.78333,48.2833
11021,29,ile tudy,-4.16667,47.8333
11022,29,tregunc,-3.85,47.85
11023,29,garlan,-3.75,48.6
11024,29,crozon,-4.48333,48.25
11025,29,treflez,-4.26667,48.6167
11026,29,lampaul plouarzel,-4.76667,48.45
11027,29,lanildut,-4.75,48.4833
11028,29,guilvinec,3.71611,47.7953
11029,29,trezilide,-4.08333,48.6167
11030,29,plabennec,-4.43333,48.5
11031,29,ouessant,-5.09555,48.4581
11032,29,morlaix,-3.83333,48.5833
11033,29,bourg blanc,-4.5,48.5
11034,29,le trevoux,-3.63333,47.9
11035,29,telgruc sur mer,-4.35,48.2333
11036,29,pencran,-4.23333,48.4333
11037,29,saint urbain,-4.23333,48.4
11038,29,plouzane,-4.61667,48.3833
11039,29,saint nic,-4.28333,48.2
11040,29,mahalon,-4.43333,48.0333
11041,29,locronan,-4.2,48.1
11042,29,commana,-3.95,48.4167
11043,29,landudal,-3.98333,48.0667
11044,29,tregourez,-3.86667,48.1
11045,29,plouguin,-4.6,48.5333
11046,29,plozevet,-4.41667,47.9833
11047,29,porspoder,-4.76667,48.5
11048,29,gouezec,-3.96667,48.1667
11049,29,saint pabu,3.39723,48.5659
11050,29,huelgoat,-3.75,48.3667
11051,29,cleder,-4.1,48.6667
11052,29,plouider,-4.3,48.6167
11053,29,loqueffret,-3.86667,48.3167
11054,29,breles,-4.71667,48.4833
11055,29,camaret sur mer,-4.6,48.2833
11056,29,plouegat guerand,-3.66667,48.6167
11057,29,plomodiern,-4.23333,48.1833
11058,29,plouigneau,-3.7,48.5667
11059,29,locmaria plouzane,3.35639,48.3748
11060,29,ploeven,-4.23333,48.15
11061,29,rosporden,-3.83333,47.9667
11062,29,saint thegonnec,-3.95,48.5167
11063,29,bannalec,-3.7,47.9333
11064,29,mespaul,-4.01667,48.6167
11065,29,lampaul guimiliau,-4.03333,48.5
11066,29,combrit,-4.15,47.8833
11067,29,dirinon,-4.26667,48.4
11068,29,plouvien,-4.45,48.5333
11069,29,ile molene,3.04306,48.3975
11070,29,ploumoguer,-4.71667,48.4
11071,29,saint thois,-3.88333,48.1667
11072,29,roscanvel,-4.55,48.3167
11073,29,plogastel saint germain,-4.26667,47.9833
11074,29,le ponthou,-3.63333,48.5667
11075,29,locunole,-3.48333,47.9333
11076,29,tremaouezan,-4.25,48.5
11077,29,botmeur,-3.91667,48.3833
11078,29,lanneanou,-3.66667,48.4833
11079,29,guisseny,-4.41667,48.6333
11080,29,lanveoc,-4.46667,48.2833
11081,29,ploudaniel,-4.31667,48.5333
11082,29,lampaul ploudalmezeau,-4.65,48.5667
11083,29,coray,-3.83333,48.0667
11084,29,spezet,-3.71667,48.2
11085,29,langolen,-3.91667,48.0667
11086,29,chateauneuf du faou,-3.81667,48.1833
11087,29,plouneour trez,-4.31667,48.65
11088,29,audierne,-4.53333,48.0167
11089,29,ergue gaberic,-4.03333,48
11090,29,saint coulitz,-4.06667,48.1833
11091,29,plouegat moysan,-3.61667,48.5667
11092,29,hopital camfrout,-4.23333,48.3333
11093,29,plougar,-4.15,48.5667
11094,29,sibiril,-4.06667,48.6667
11095,29,brennilis,-3.85,48.35
11096,29,landevennec,-4.26667,48.3
11097,29,locmelar,-4.06667,48.45
11098,29,loc brevalaire,-4.4,48.55
11099,29,laz,-3.83333,48.1333
11100,29,querrien,-3.53333,47.9667
11101,29,quimper,-4.1,48
11102,29,pont croix,-4.05,48.5
11103,29,pleuven,-4.03333,47.9
11104,29,pleyben,-3.96667,48.2333
11105,29,penmarch,3.66223,47.8123
11106,29,gourlizon,-4.26667,48.0167
11107,29,saint thurien,-3.63333,47.95
11108,29,plouzevede,-4.11667,48.6
11109,29,benodet,-4.11667,47.8667
11110,29,lanarvily,-4.38333,48.55
11111,29,treguennec,-4.33333,47.8833
11112,29,esquibien,-4.56667,48.0167
11113,29,plogoff,-4.66667,48.0333
11114,29,douarnenez,-4.33333,48.1
11115,29,cleden cap sizun,-4.65,48.05
11116,29,guimiliau,-4,48.4833
11117,29,saint meen,-4.26667,48.5667
11118,29,landerneau,-4.25,48.45
11119,29,tregarantec,-4.28333,48.55
11120,29,elliant,-3.88333,48
11121,29,plouarzel,-4.73333,48.4333
11122,29,lanneuffret,-4.2,48.5
11123,29,nevez,-3.78333,47.8167
11124,29,saint divy,-4.33333,48.45
11125,29,clohars fouesnant,-4.06667,47.9
11126,29,moelan sur mer,-3.63333,47.8167
11127,29,pluguffan,-4.18333,47.9833
11128,29,le cloitre saint thegonnec,-3.8,48.4833
11129,29,ploneour lanvern,-4.28333,47.9
11130,29,argol,-4.31667,48.25
11131,29,landunvez,-4.73333,48.5333
11132,29,mellac,-3.58333,47.9
11133,29,cleden poher,-3.66667,48.2333
11134,29,plouneour menez,-3.88333,48.45
11135,29,brasparts,-3.95,48.3
11136,29,le conquet,-4.76667,48.3667
11137,29,ile de sein,3.14889,48.0362
11138,29,gouesnach,-4.11667,47.9167
11139,29,plougourvest,-4.08333,48.55
11140,29,plougonvelin,-4.71667,48.35
11141,29,plonevez du faou,-3.83333,48.25
11142,29,plobannalec lesconil,-4.21667,47.8167
11143,29,kersaint plabennec,-4.36667,48.4667
11144,29,quemeneven,-4.11667,48.1167
11145,29,saint goazec,-3.78333,48.1667
11146,29,plouhinec,3.51389,48.015
11147,29,saint sauveur,-4,48.45
11148,29,saint jean du doigt,-3.76667,48.7
11149,29,pont de buis les quimerch,3.91,48.2545
11150,29,coat meal,-4.53333,48.5
11151,29,carhaix plouguer,-3.58333,48.2833
11152,29,brest,-4.48333,48.4
11153,29,lannedern,-3.9,48.3
11154,29,plouezoc h,2.17778,48.64
11155,29,le folgoet,-4.33333,48.5667
11156,29,plomelin,-4.15,47.9333
11157,29,logonna daoulas,-4.3,48.3167
11158,29,la martyre,-4.16667,48.45
11159,29,poullaouen,-3.65,48.3333
11160,29,ploudalmezeau,-4.65,48.5333
11161,29,cast,-4.13333,48.1667
11162,30,le grau du roi,4.14167,43.5333
11163,30,domazan,4.65,43.9333
11164,30,les mages,4.15,44.2333
11165,30,jonquieres saint vincent,4.56334,43.8281
11166,30,la calmette,4.26667,43.9167
11167,30,bez et esparon,3.51667,43.9667
11168,30,villevieille,4.1,43.7833
11169,30,arrigas,3.48333,43.9833
11170,30,arpaillargues et aureillac,4.3725,44.0006
11171,30,moussac,4.21667,43.9833
11172,30,senechas,4,44.3167
11173,30,saint laurent le minier,3.65,43.9333
11174,30,saint victor des oules,4.48333,44.05
11175,30,sardan,4.05,43.8667
11176,30,roquemaure,4.78333,44.05
11177,30,lussan,4.36667,44.15
11178,30,aramon,4.68333,43.8833
11179,30,laval saint roman,4.505,44.2987
11180,30,saint dionisy,4.23333,43.8
11181,30,connaux,4.6,44.0833
11182,30,corconne,3.93333,43.8667
11183,30,codognan,4.23333,43.7333
11184,30,lasalle,3.85,44.05
11185,30,baron,4.28333,44.0333
11186,30,la cadiere et cambo,3.80806,43.9575
11187,30,cannes et clairan,4.08333,43.9167
11188,30,sauve,3.95,43.9333
11189,30,concoules,3.95,44.3833
11190,30,poulx,4.41667,43.9167
11191,30,quissac,4,43.9167
11192,30,aubais,4.15,43.75
11193,30,rivieres,4.28333,44.25
11194,30,venejan,4.66667,44.2
11195,30,redessan,4.5,43.8333
11196,30,beaucaire,4.63333,43.8
11197,30,aigues mortes,4.19167,43.5667
11198,30,ponteils et bresis,3.96667,44.4
11199,30,saint hippolyte du fort,3.85,43.9667
11200,30,nages et solorgues,4.23333,43.7833
11201,30,mejannes le clap,4.33333,44.2333
11202,30,clarensac,4.21667,43.8167
11203,30,mialet,3.95,44.1167
11204,30,bonnevaux,4.03112,44.3675
11205,30,mandagout,3.61667,44.0167
11206,30,montaren et saint mediers,4.38333,44.0333
11207,30,cros,3.83333,43.9833
11208,30,le cailar,4.23333,43.6667
11209,30,saint etienne de l olm,4.18445,44.0587
11210,30,lamelouze,3.95,44.2
11211,30,tavel,4.7,44.0167
11212,30,boissieres,4.23333,43.7667
11213,30,saint martin de valgalgues,4.08333,44.1667
11214,30,liouc,3.98333,43.9
11215,30,saint benezet,4.15,43.9833
11216,30,moulezan,4.13333,43.9333
11217,30,saint hippolyte de montaigu,4.48333,44.0333
11218,30,montfrin,4.6,43.8833
11219,30,saint christol de rodieres,4.5,44.2667
11220,30,treves,3.39167,44.075
11221,30,saint martial,3.73333,44.0333
11222,30,saint felix de pallieres,3.93333,44.0167
11223,30,saint paulet de caisson,4.6,44.2667
11224,30,saint jean de valeriscle,4.13333,44.2333
11225,30,saint nazaire,4.62473,44.1978
11226,30,saint denis,4.25,44.25
11227,30,manduel,4.46667,43.8167
11228,30,les salles du gardon,4.03333,44.2
11229,30,combas,4.11667,43.85
11230,30,saint bresson,3.65,43.95
11231,30,cardet,4.08333,44.0167
11232,30,les angles,4.76667,43.9545
11233,30,notre dame de la rouviere,3.7,44.05
11234,30,navacelles,4.25,44.1667
11235,30,les plantiers,3.73333,44.1167
11236,30,saint jean du gard,3.88333,44.1
11237,30,cruviers lascours,4.21667,44
11238,30,causse begon,3.35833,44.0583
11239,30,saint genies de malgoires,4.21667,43.95
11240,30,seynes,4.3,44.1167
11241,30,cabrieres,4.46667,43.9
11242,30,generac,4.35,43.7333
11243,30,potelieres,4.25,44.2333
11244,30,gailhan,4.03333,43.8333
